Company Name,Target Status,Public Website Homepage URL,Domain from URL,Source,Street Address,City,State,Zipcode,Phone,Industries served -- Free text,Products and services offered -- Free text,Square footage (facility),Number of employees,Estimated Revenues (200K per empl),Years of operation,Ownership,Equipment (Yasda/Makino/Kern only),CNC 3-axis,CNC 5-axis,Spares/Repairs,Family business,User Notes,Jobs,Year Evidence URL,Year Evidence Snippet,Owner Evidence URL,Source URLs,First Seen,Last Seen,Last Update,Notes (Approach/Contacts/Info)
D & S Mold & Tool,,http://www.dsmold.com,dsmold.com,AMBA,,,,,(715) 732-0504,,,"Limited data (assumed mold design, tooling, machining, repair)",,,,,,,,,,,,,,,http://www.dsmold.com,8/26/2025 19:47,8/26/2025 19:47,8/26/2025 19:47,
Dynacast (Form Technologies),,http://www.dynacast.com,dynacast.com,AMBA,,,,,,Automotive; electronics; enterprise tech; hardware; medical; renewable energy & EV,"Precision die casting (aluminum, magnesium, zinc); thin-wall complex geometries; surface finishing (anodizing, e-coating, conversion coatings); scalable global manufacturing; ESG & ISO 14001 initiatives",,,,100+ years brand lineage,,,,,,,,Engineer; Openings listed,,,,http://www.dynacast.com|http://www.dynacast.com/contact-us?form_type=Request%20a%20Quote|http://www.dynacast.com/contact-us|http://www.dynacast.com/industries/autonomous-drone-systems|http://www.dynacast.com/industries|http://www.dynacast.com/contact-us?form_type=Stay%20Connected|http://www.dynacast.com/about-us|http://www.dynacast.com/about-us/sustainability|http://www.dynacast.com/careers,8/26/2025 19:47,8/26/2025 19:47,8/26/2025 19:47,
Dynamic Tool Corporation,,http://www.dyntool.com,dyntool.com,AMBA,6340 W133 N5180 Campbell Drive,Menomonee Falls,WI,53051,(262) 783-6340,Medical; packaging; personal care; industrial; energy; electronics; water management,Prototype/bridge/pilot/production molds (single to 256-cavity & stack); multi-shot; insert; IMD/IML; hot runner; auto-unscrew; collapsible core; DFM; refurbishment/repair/PM; scientific sampling; turnkey systems (robotics/automation/conveyors/custom equipment); conformal cooling & simulation; tolerances to 0.0002",,,,40+,,,Yes,Yes,Yes,,,Moldmaker; Openings listed; Toolmaker,,,,http://www.dyntool.com|https://www.dyntool.com/capabilities|https://www.dyntool.com/capabilities/equipment|https://www.dyntool.com/about|https://www.dyntool.com/careers,8/26/2025 19:48,8/26/2025 19:48,8/26/2025 19:48,
"Innovation Mold and Design, Inc.",,http://www.innovationmold.com,innovationmold.com,AMBA,N118 W18988 Bunsen Drive,Germantown,WI,53022,(262) 251-8201,Automotive; medical; electrical; agricultural; lawn & garden; hardware; consumer; packaging,"Injection, thermoset injection & compression, and diecast molds; custom machining; EDM; contract design; 30,000 sq ft facility; state-of-the-art CAD/CAM; quick turnaround",30000,,,46,,,Yes,Yes,Yes,,,,,,,http://www.innovationmold.com|https://www.innovationmold.com/contact-us/,8/26/2025 19:48,8/26/2025 19:48,8/26/2025 19:48,
Kaysun Corporation,,http://www.kaysun.com,kaysun.com,AMBA,5500 West Drive,Manitowoc,WI,54220,(920) 686-5800,Medical; industrial; automotive & heavy truck; consumer products,"Engineering (DfM, materials, metal-to-plastic conversion); tool building & validation; scientific molding; injection molding (multi-shot, insert, overmolding); in-house quality lab (IQ/OQ/PQ); assembly & automation; ISO 9001:2015; sustainability initiatives",,,,79,Founded 1946,,Yes,Yes,Yes,,,Openings listed,,,,http://www.kaysun.com|https://www.kaysun.com/markets-served|https://www.kaysun.com/about-kaysun-corporation|https://www.kaysun.com/careers|https://www.kaysun.com/contact-us|http://www.kaysun.com/careers|http://www.kaysun.com/markets|http://www.kaysun.com/about-us|http://www.kaysun.com/contact-us,8/26/2025 19:49,8/26/2025 19:49,8/26/2025 19:49,
M&M Tool and Mold,,http://www.mmtoolandmold.com,mmtoolandmold.com,AMBA,3300 Commodity Lane,Green Bay,WI,54304,(920) 336-6474,Medical; consumer; industrial; automotive,Tool & die; concurrent engineering; hot runner; insert molds; die cast tooling; prototype tooling; multi-shot; ITAR/Q-MED/AMBA certified; lights-out automation; award-winning,,,,30,,,Yes,Yes,Yes,,,,,,,http://www.mmtoolandmold.com,8/26/2025 19:49,8/26/2025 19:49,8/26/2025 19:49,
"Master Tool and Mold, Inc.",,http://www.mastertoolandmold.com,mastertoolandmold.com,AMBA,"765 N. 11th Ave., P.O. Box 152",Grafton,WI,53024,(262) 377-8030,Medical; housewares; lawn & garden; recreational; plumbing,"Multi-cavity, close-tolerance molds & dies; new tooling; welding & repair; skilled craftsmanship with CNC precision; founded 1972",,,,53,,,Yes,,Yes,,,,,,,http://www.mastertoolandmold.com|http://www.mastertoolandmold.com/equipment.html|http://www.mastertoolandmold.com/contactus.html,8/26/2025 19:50,8/26/2025 19:50,8/26/2025 19:50,
Mauston Tool Corporation,,https://www.maustontool.com,maustontool.com,AMBA,1015 Parker Drive,Mauston,WI,53948,(608) 847-5162,Medical; consumer; automotive; electronics,Custom injection mold builder; multi-cavity & multi-mold projects; product design assistance; mold sampling & FAI; thermoplastic & LSR tooling; emergency repairs & maintenance; heavy robotics & lights-out; 95% repeat customers,,,,47,,,Yes,Yes,Yes,,,,,,,https://www.maustontool.com/|https://www.maustontool.com/capabilities-2|https://www.maustontool.com/about-us,8/26/2025 19:50,8/26/2025 19:50,8/26/2025 19:50,
Omega Tool,,http://www.omega-tool.com,omega-tool.com,AMBA,,,,,,,,Limited public data,,,,,,,,,,,,,,,http://www.omega-tool.com,8/26/2025 19:51,8/26/2025 19:51,8/26/2025 19:51,
"RAM Tool, Inc.",,http://www.ramtoolinc.com,ramtoolinc.com,AMBA,1420 Cheyenne Ave.,Grafton,WI,53024,(262) 375-3036,Aerospace; automotive; medical; military & defense; oil & gas; mining; agriculture; powersports; wind energy; railroad,"CNC machining (5-axis, large-part to 20 tons); EDM (wire & sinker); prototype tooling; die cast dies; contract milling; laser scanning & reverse engineering; custom inspection machinery; welding & forging; rapid prototyping; 80,000 sq ft; ISO 9001:2015; ITAR",80000,,,46,Family-owned,,Yes,Yes,Yes,Yes,,,,,,http://www.ramtoolinc.com|http://www.ramtoolinc.com/capabilities/contract-milling|http://www.ramtoolinc.com/capabilities/laser-scanning|http://www.ramtoolinc.com/capabilities/die-cast-dies|http://www.ramtoolinc.com/capabilities/prototype-tooling|http://www.ramtoolinc.com/capabilities/custom-inspection|http://www.ramtoolinc.com/industries-served|http://www.ramtoolinc.com/industries-served/aerospace|http://www.ramtoolinc.com/industries-served/agriculture|http://www.ramtoolinc.com/industries-served/automotive|http://www.ramtoolinc.com/industries-served/industrial-equipment|http://www.ramtoolinc.com/industries-served/medical,8/26/2025 19:51,8/26/2025 19:51,8/26/2025 19:51,
Retlaw Industries Inc.,,http://www.retlawindustries.com,retlawindustries.com,AMBA,520 Industrial Drive,Hartland,WI,53029,(888) 412-9188,Fitness; lawn & garden; electronics; construction; appliances; agriculture; food production; warehousing & transportation; automation,"Plastic injection molding; custom tooling & EDM; mold making & precision tooling; assembly & prototyping; design & engineering; 50,000+ sq ft facility; 19 molding machines; ISO 9001:2015; American-made",50000+,,,40+,,,Yes,,Yes,,,,,,,http://www.retlawindustries.com|http://www.retlawindustries.com/ContactPlasticManufacturers|http://www.retlawindustries.com/InjectionMoldingCompany/MarketsServed|http://www.retlawindustries.com/Careers,8/26/2025 19:52,8/26/2025 19:52,8/26/2025 19:52,
Sheridan Mold & Engineering Inc.,,http://www.sheridanmold.com,sheridanmold.com,AMBA,,,,,(414) 481-8203,Automotive; electronics; consumer; industrial,"Injection molding (prototype/bridge/production; overmolding & insert); CNC machining; additive manufacturing; mold design, engineering & sampling; turnkey systems; rapid prototyping; founded 1998",,,,27,,,Yes,,Yes,,,,,,,http://www.sheridanmold.com,8/26/2025 19:53,8/26/2025 19:53,8/26/2025 19:53,
Snider Mold Company,,http://www.snidermold.com,snidermold.com,AMBA,6303 West Industrial Drive,Mequon,WI,53092,(262) 242-0870,Automotive; agriculture; marine; leisure vehicles; seating; housing & construction,Medium to large injection; low-pressure injection; compression molds (SMC/BMC); in-mold trimming; edge wrap; multiple material molds; structural foam & web; contract CNC & sample molding; secondary punch & trim; specialty machinery for assembly/QC/SPC; prototyping?production,,,,40+,,,Yes,,Yes,,,,,,,http://www.snidermold.com|http://www.snidermold.com/about-snider-mold-company.html|http://www.snidermold.com/contact-snider-mold-company.html,8/26/2025 19:53,8/26/2025 19:53,8/26/2025 19:53,
Stellar Mold & Tool,,http://www.stellarmold.com,stellarmold.com,AMBA,20850 West Gale Ave,Galesville,WI,54630,(608) 582-4118,Medical; electronics; aerospace; automotive; consumer products,"Injection mold design/programming; CNC (high-speed, tight tolerance to ±0.0001""); wire & sinker EDM; repair/revision/retooling; laser micro welding; reverse engineering & 3D scanning; shuttle/two-shot/overmolding/high-cavitation/unscrewing; 3D printing & prototyping; 20,000 sq ft; new ownership 2020 with $2M+ upgrades",20000,,,47,,,Yes,Yes,Yes,,,,,,,http://www.stellarmold.com|https://www.stellarmold.com/about/|https://www.stellarmold.com/capabilities/|https://www.stellarmold.com/capabilities/injection-mold-building/|https://www.stellarmold.com/capabilities/injection-mold-repair/|https://www.stellarmold.com/capabilities/micro-welding/|https://www.stellarmold.com/capabilities/precision-machining/|https://www.stellarmold.com/capabilities/reverse-engineering/|https://www.stellarmold.com/capabilities/wire-edm/|https://www.stellarmold.com/capabilities/sinker-edm/|https://www.stellarmold.com/capabilities/additional-services/|https://www.stellarmold.com/careers/,8/26/2025 19:53,8/26/2025 19:53,8/26/2025 19:53,
Triangle Tool LLC,,http://www.triangletoolcorp.com,triangletoolcorp.com,AMBA,8609 W Port Ave,Milwaukee,WI,53224,(414) 357-7117,Automotive; industrial; energy; others,Large mold building; injection molds; specialty machining (broad sizes/configurations); fluid end machining; continuous innovation & partner-oriented approach,,,,,,,Yes,Yes,Yes,,,,,,,http://www.triangletoolcorp.com|http://www.triangletoolcorp.com/capabilities|http://www.triangletoolcorp.com/careers|http://www.triangletoolcorp.com/about|http://www.triangletoolcorp.com/contact-us|http://www.triangletoolcorp.com/contact-6,8/26/2025 19:54,8/26/2025 19:54,8/26/2025 19:54,
