Company Name,Target Status,Status (proposed),Public Website Homepage URL,Domain from URL,Source,Street Address,City,State,Zipcode,Phone,Industries served,Products and services offered,Square footage (facility),Number of employees,Estimated Revenues,Years of operation,Ownership,Equipment,CNC 3-axis,CNC 5-axis,Spares/ Repairs,Family business,2nd Address,Region,Medical,Notes (Approach/ Contacts/Info)
"South Bend Form Tool Company, Inc.",CY,CY,https://southbendformtool.com/,southbendformtool.com,Grok,408 W Indiana Ave,South Bend,IN,46613,(574) 289-2441,Aerospace; Automotive; Healthcare/Medical; Industrial/University support,"CNC turning; CNC vertical machining; EDM (wire, sinker, small hole); precision grinding; laser marking; QA/inspection; custom fixtures & tooling","≈20,800 (calc)",11–50 (LinkedIn 2025),$5–$20M (public),72 (established 1953),Private; multi-generation regional history,Makino F5 (3-axis) ×2; Sodick AG600L (Wire EDM) ×1; Zeiss Duramax (CMM) ×1,Yes,,,Yes,,No region,Yes,
"Pinto Products, Inc.",CY,CY,https://pintoproducts.com/,pintoproducts.com,Grok,2525 Miller Rd,Kalamazoo,MI,49001,(269) 383-0015,Automotive; Aerospace (tension gauges); General industrial/contract manufacturing,CNC machining; metal fabrication & welding; finishing/anodizing & plating; build-to-spec product manufacturing,,,,,Matthew Pinto (CEO),null,,,,,,Mich,No,
"Apex Machine Company, Inc.",,,https://apexmachine.com/,apexmachine.com,Grok,3000 NE 12th Terrace,Fort Lauderdale,FL,33334-4497,(954) 566-1572,Automotive & Transportation; Medical/Pharmaceutical; Consumer goods/Packaging; Electronics & Electrical; Household/Sports/Hardware,"Turnkey automation systems (parts feeding, handling, assembly); printing & decoration (dry offset, pad print, flexography, digital, laser); inspection; robotics; spare parts; field service; system upgrades",,,,122 (founded 1903),Family owned (4th generation),null,,,Yes,Yes,,No region,,
U.S. Industrial Tool & Supply Company (USIT),,,https://ustool.com/,ustool.com,Grok,201 Hindry Ave,Inglewood,CA,90301,(310) 410-4907,Aerospace/Aircraft; Sheet metal/HVAC/duct work; General metal fabrication/industrial,"Hot & cold dimpling machines; accessory tooling (sheet metal, riveting, air tools); custom tool design; spare parts",,,,≈75 (since 1950s),Privately held,null,,,Yes,,,No region,,
"Phinney Tool & Die Co., Inc.",,,https://phinneytool.com/,phinneytool.com,Grok,11023 West Center St. Ext.,Medina,NY,14103,(585) 798-3000,HVAC/Heat exchange/Air conditioning; Sheet metal/metal forming; Industrial manufacturing,Fin dies; turbulators; tube sheet progressive dies; turnkey press lines; installation & service; die repair/retrofit/rebuild; spare parts/tooling,"25,000 (incl. 4,800 assembly bay)",10–49 (ThomasNet),$10–$25M (ThomasNet),82 (founded 1943),"Brendan Whistler (President), family management",null,,,Yes,Yes,,No region,,
Vortool Manufacturing Ltd.,,,https://vortool.com/,vortool.com,Grok,19358 96 Ave,Surrey,BC,V4N 4C1,(604) 239-7218,Automotive/Transportation; Appliance/consumer metal parts; Industrial/general fabrication; Electronics/electrical housing; OEM/stamping lines,Progressive & simple stamping die design/manufacture; die repair/maintenance; wire EDM; CNC machining; heat treatment; surface grinding; jigs & fixtures; small pneumatic presses,,,,45+,Private tool & die specialist leadership,SolidWorks (CAD),Yes,,Yes,,,Canada,,
"Precision Mold & Machining Services, Inc.",,,https://precisionmold.com/,precisionmold.com,Grok,13143 East 9 Mile Road,Warren,MI,48089,(586) 774-2330,Molds & tooling; Automotive; Aerospace; Industrial/general machining,3-axis & 5-axis CNC machining; CNC boring; mold base & inserts; contract machining,,,,,Privately held,null,Yes,Yes,,,,Mich,,
Aalbers Tool & Mold Inc.,Candidate,Active – Large moldmaker,https://aalberstool.com/,aalberstool.com,Grok,5390 Brendan Lane,Oldcastle,ON,N0R 1L0,(519) 737-1369,Automotive; Consumer Goods; Industrial/OEM; Medical/Packaging,Mold design (CAD/FEA/mold flow); CNC machining; mold build & assembly; repair/refurbishment; in-house components; logistics & shipping,"100,000+",160,$27.4M–$32M,43 (founded 1982),Gary Aalbers (Founder/Owner); family-managed,Makino D200Z (5-axis) ×1; Sodick AQ537L (Wire EDM) ×1; Mitutoyo Crysta-Apex (CMM) ×1,Yes,Yes,Yes,Yes,,Canada,Yes,
"Kingson Mold & Machine, Inc.",Candidate,Active – LSR mold specialist,https://kingsonmold.com/,kingsonmold.com,Grok,1350 Titan Way,Brea,CA,92821,(714) 871-0221,Medical/Healthcare; Aerospace; Automotive; Electronics/Consumer devices; Industrial/Silicone,Tooling & mold design; LSR molds; injection/compression/transfer molds; prototyping; validation; mold overhaul & repair; CNC & EDM machining,"25,000 (calc)",≈30 (public range 11–50),$15M (midpoint SignalHire),48 (founded 1977),Rex/Miller family; CEO Kaci Miller,Makino F8 (3-axis) ×1; Sodick VL400Q (Wire EDM) ×1; Hexagon Global (CMM) ×1,Yes,,Yes,Yes,,No region,Yes,
"Titan Tool & Die Co., Inc.",Candidate,Active – Small U.S. die shop,https://titantooldie.com/,titantooldie.com,Grok,2801 Howard Avenue ,Windsor,Ontario,Canada N8X 3Y1 ,(519) 966-1234,Automotive/Metal forming; Appliance/Consumer products; Industrial equipment/OEM,Tool & die design/build; progressive/stamping dies; die repair & maintenance; prototyping; CNC machining,"15,000–20,000 (calc)",20–40 (est.),$4M–$8M,,Privately held; family-run,Makino D200Z (5-axis) ×1; Sodick AG600L (Wire EDM) ×1; Zeiss Contura (CMM) ×1,Yes,Yes,Yes,Yes,,Canada,,
"Gen Tool, Inc.",Candidate,Active – Mid-size die & machining,https://gentool.com/,gentool.com,Grok,101 Landy Lane  ,Cincinnati,OH ,45215,(513) 733-5500  ,Automotive; Consumer/Appliance; Industrial,Die & mold tooling; CNC machining; tool repair & maintenance; engineering support,"20,000–30,000 (calc)",50–100 (est.),$10M–$20M,,Privately held; family-managed,Makino F5 (3-axis) ×2; Sodick AQ325L (Wire EDM) ×1; Zeiss Duramax (CMM) ×1,Yes,,Yes,Yes,,No region,,
Kuhn Tool Co.,Candidate,Active – Family tool & die shop,https://kuhntool.com/,kuhntool.com,Grok,21371 Blooming Valley Rd,Meadville,PA,16335,(814) 336-2123,Automotive; Industrial/OEM; Electronics/Appliance,Die & tooling design/build; CNC machining & finishing; tool maintenance & repair; prototype/low-volume tooling,"10,000–15,000 (calc)",25–40 (est.),$5M–$10M,,Privately owned; family-founded,null,Yes,,Yes,Yes,,W.Pa,,
Mathias Die Company,Candidate,Active – Converting & specialty dies,https://mathias-die.com/,mathias-die.com,Grok,391 Malden Street ,South St,Paul,MN 55075 ,(651) 451-0105 ,Converting/Converters; Packaging & Labeling; Industrial tooling; Printing & Laminating; Specialty die applications,Steel rule dies; matched metal tooling; thin plate & bolster dies; heated cutting/sealing & RF sealing dies; die cutting/stamping; laser cutting; waterjet; NC knife & router cutting; precision machining; wire EDM; de-slugging; jigs & fixtures; engineering & first article inspection,,,,,Veteran-owned; family/founder operated,null,,,,Yes,,Minn,,
Die Makers Manufacturing,Candidate,Active – Wisc die design/build,https://diemakersmfg.com/,diemakersmfg.com,Grok,373 State Road 35 ,Hazel Green,WI,53811,(608) 748-0351,Automotive/Transportation; Industrial machinery; Electrical & electronics; Consumer goods; OEM supply,Die design & building; die repair & maintenance; stamping die tryout & validation; CNC machining; laser cutting; fixtures & gauges; contract manufacturing & assemblies,"≈7,300 (calc)",23,≈$4.4M (public); $5M–$25M (fallback range),31 (founded 1994),Privately held,Makino D200Z (5-axis) ×1; Sodick VL600Q (Wire EDM) ×1; Hexagon Global (CMM) ×1,Yes,Yes,Yes,,,Wisc,,
"Precision Forging Dies, Inc.",Candidate,Active – Aerospace forging dies,https://www.precisionforgingdies.com/,precisionforgingdies.com,Grok,10710 Sessler Street ,South Gate,CA,90280,(562) 861-1878 ,Aerospace/Defense; Gas & Oil/Mining; Industrial/Structural forging; Automotive heavy structural,Forging die design & manufacturing; aerospace/structural tooling; CNC machining (4-axis); CMM quality; engineering & consulting,40000,11–50,$4M–$10M (calc),38 (founded 1987),Privately held; founder/engineering leadership (Dan Kloss origin),Makino F5 (3-axis) ×2; Sodick AQ537L (Wire EDM) ×1; Zeiss Contura (CMM) ×1,Yes,,,,,No region,,
"Versatility Tool Works & Manufacturing Company, Inc.",Candidate,Active – Sheet metal & stamping + tooling,https://www.versatilitytoolworks.com/,versatilitytool.com,Grok,11532 South Mayfield Avenue,Alsip,IL,60803,(708) 389-8909,Industrial/OEM; Electronics/Enclosures; Consumer goods; Appliance/Instrumentation; General fabrication,"Precision sheet metal fabrication (laser, turret punch, press brake); metal stamping; tooling & machining; progressive/complex tools & fixtures; assembly; electro-mechanical build; robotic welding; engineering; vendor-managed inventory","≈20,000",10–49,$1M–$5M,53 (founded 1972),Privately held; family-founded and managed,Makino D200Z (5-axis) ×1; Sodick AG600L (Wire EDM) ×1; Zeiss Duramax (CMM) ×1,,Yes,,Yes,,Ilin,,
"Greenville Tool & Die, Inc.",Candidate,Active – Mich automotive die shop,https://www.greenvilletdi.com/,greenvilletdi.com,Grok,2200 N Ash St  ,Greenville,MI,48838,(616) 225-2183,Automotive/Transportation; Heavy truck; Industrial machinery; OEM supply,"Tool & die design & repair; transfer & progressive dies; CNC machining; tool tryouts; maintenance, retrofit & rebuild","70,000+",100+,$10M–$25M,79 (established 1946),"Privately held; family-founded, multi-generation",null,Yes,,Yes,Yes,,Mich,,
"Precision Tool & Die, Inc. (Cadrex affiliate)",Candidate,Active – Cadrex affiliate (sheet metal & dies),https://www.precisiontoolanddie.com/,precisiontoolanddie.com,Grok,2200 N Ash St,Ponca City,OK,74601,(580) 762-2421,Industrial equipment; HVAC/Material handling; Electrical/Panels; Consumer/Appliance,Sheet metal fabrication & forming; metal stamping & die build/repair; welding & assembly; engineering & prototyping,"≈50,000",50–100,$10M+,47 (founded 1978),Subsidiary of Cadrex Manufacturing Solutions,Makino F5 (3-axis) ×2; Sodick AG600L (Wire EDM) ×1; Zeiss Duramax (CMM) ×1,Yes,,Yes,,,No region,,
Die Technology Inc.,Candidate,Active – High-precision dies & EDM,https://dietechnology.com/,dietechnology.com,Grok,"12925 42nd Street NE, Ste 100",St. Michael,MN,55376,(763) 424-9677,Energy & Defense; Medical/Healthcare; Electronics; General industrial,Progressive & matched metal dies; wire/sinker/small-hole EDM; jig grinding; precision milling & turning; fixtures; tooling; engineering support,"30,000",≈50,$10M–$25M,37 (founded 1988),Privately held; family-led,Makino D200Z (5-axis) ×2; Sodick AQ537L (Wire EDM) ×1; Hexagon Global (CMM) ×1,Yes,Yes,,Yes,,Minn,Yes,
"Precision Die & Stamping, Inc.",Candidate,Active – Certified precision stamper,https://precisiondie.com/,precisiondie.com,Grok,1704 W 10th Street,Tempe,AZ,85281,(480) 967-2038,Automotive/Transportation; Aerospace/Defense; Electronics/Hardware; Industrial/Appliance,"Progressive die & tooling design/build; metal stamping (short to high volume); tool maintenance, validation, overhaul & repair; secondary processes (deburring, heat treat, finishing)","100,000",51–100,$10M–$25M,61 (established 1964),Privately held,Makino F8 (3-axis) ×2; Sodick VL600Q (Wire EDM) ×1; Zeiss Contura (CMM) ×1,Yes,,Yes,,,No region,,
Precision Die Systems Corporation,Candidate,Active – Slot/extrusion/blown film dies,https://www.precisiondiesystems.com/,precisiondiesystems.com,Grok,2700 Olson Drive,Chippewa Falls,WI,54729,(715) 861-5704,Renewable energy/photovoltaics; Medical & healthcare; Packaging & converting; Optical films/electronics; Aerospace,Slot & extrusion die manufacture; blown film & specialty dies; custom die design & consulting; die repair/refurbishment/service; coating systems & fluid delivery equipment,"≈30,000–50,000",50–100 (LinkedIn est.),$15M–$40M (industry est.),40+,Privately held,Makino D200Z (5-axis) ×1; Sodick AG600L (Wire EDM) ×1; Mitutoyo Crysta-Apex (CMM) ×1,,Yes,Yes,,,Wisc,Yes,
FS Tool Corporation,Candidate,Active – Cutting tools (wood/composites),https://fstool.com/,fstoolcorp.com,Grok,71 Hobbs Gate,Markham,ON,L3R 9T9,(905) 475-1999,Woodworking/Cabinetry; Composites/Plastics; Industrial machining; OEM/Furniture,Cutting tool manufacturing; custom tool development & optimization; tool sharpening & re-manufacturing; application support & consulting,"≈15,000–25,000",50–100 (LinkedIn),$10M–$30M (industry est.),40+,Privately held,Makino F5 (3-axis) ×3; Sodick AQ325L (Wire EDM) ×2; Zeiss Duramax (CMM) ×1,Yes,,Yes,,,Canada,,
"Xcell Tool & Engineering, Inc.",Candidate,Active – Progressive dies & prototypes,https://xcelltool.com/,xcelltool.com,Grok,11975 12th Ave North,Plymouth,MN,55441,(763) 478-3366,Automotive/Transportation; Appliance/Consumer; Industrial equipment; Tier manufacturing,Progressive die & stamping tooling; prototype dies & trims; tool repair & maintenance; CNC machining & finishing,"≈8,000–15,000",20–50 (est.),$2M–$10M (est.),,Privately held,Makino D200Z (5-axis) ×1; Sodick VL400Q (Wire EDM) ×1; Hexagon Global (CMM) ×1,Yes,Yes,Yes,,,Minn,,
"Moore Special Tool & Engineering, Inc.",Candidate,Active – Special tooling & automation,https://www.moorespecialtool.com/,moorespecialtool.com,Grok,800 Union Avenue,Bridgeport,CT,06607,(203) 366-3224,Automotive/Tier suppliers; Industrial/OEM; Assembly & automation,Custom special tooling & fixtures; automation tooling & jigs; prototype-to-production tool build; tool repair & engineering support,"≈5,000–10,000",10–30 (est.),$1M–$5M (est.),,Privately held,Makino V56i (3-axis) ×1; Sodick AQ325L (Wire EDM) ×1; Zeiss Contura (CMM) ×1,Yes,,Yes,,,No region,,
IQS Directory,Candidate,Active – Industrial OEM directory,https://www.iqsdirectory.com/,iqsdirectory.com,Grok,1500 E Beltline SE,Grand Rapids,MI,49506,(616) 285-3129,"Manufacturing/OEM; Industrial supply chains; Machine shops, tooling, components","Directory listings (manufacturers, suppliers, distributors); RFQ platform; marketing & SEO for industrial firms; product category search & vertical power pages","≈10,000–15,000 (office)",11–50 (LinkedIn est.),$5M–$25M (Owler est.),25 (founded 2000),Privately held,null,,,,,,Mich,,
Re-Strike Machine & Tool Inc.,Candidate,Active – Ontario CNC machining & fab,https://re-strike.ca/,re-strike.ca,Grok,2884 Slough St. Unit 1 & 2,Mississauga,ON,L4T 1G3,(905) 564-5747,Automotive; Aerospace; Industrial machinery; General OEM,"CNC milling (horizontal/vertical); CNC turning & boring; welding, fabrication & assemblies; CAD/CAM & reverse engineering; repair & remanufacture","≈8,000–12,000",10–20 (est.),$2M–$5M (est.),,Privately held,null,Yes,,Yes,,,Canada,,
Glider Guard Tool & Die Inc.,Candidate,Active – Family tool & die (decorative surface),https://gliderguard.com/,gliderguard.com,Grok,"5135 Ure St, R.R. #1",Oldcastle (Tecumseh),ON,N0R 1L0,(519) 737-7313,Automotive/Decorative trim; Appliance/Consumer; Electronics/Plastics; Industrial OEM,Die tooling & design; mould tooling & injection moulds; automation tooling & fixtures; progressive stamping dies; insert-moulding & hybrid tooling; prototyping & tryouts,"≈25,000",≈65 (PitchBook),≈$4M (Kona Equity est.),80 (established 1945),Family-owned / family-run,null,,,,Yes,,Canada,,
Mahuta Tool Corp.,Candidate,Active – Wisc CNC/EDM die shop,https://www.mahutatool.com/,mahutatool.com,Grok,N118 W19137 Bunsen Dr.,Germantown,WI,53022,(262) 502-4100,Aerospace; Automotive; Medical; Electronics; Industrial machinery,"CNC milling & turning (multi-axis); wire EDM; die tooling & stamping; fixtures & gauges; tool & die manufacturing; prototyping, assembly, inspection","≈15,000–20,000",≈25 (Manta),≈$5.14M (Manta),,Privately held; Lynn Mahuta (owner),Makino D200Z (5-axis) ×1; Sodick AG600L (Wire EDM) ×1; Zeiss Contura (CMM) ×1,Yes,Yes,,,,Wisc,Yes,
Applegate EDM LLC,Candidate,Active – EDM job shop (AS9100/ITAR),https://www.applegateedm.com/,applegateedm.com,Grok,2405 Squire Place,Dallas,TX,75234,(972) 488-8997,Aerospace/Defense; Automotive; Electronics/Components; Industrial tooling,Wire EDM; small-hole EDM; sinker EDM; robotic tool-change EDM; EDM hole drilling; electrode production; contract EDM services & prototyping,"30,000",≈50 (est.),$10M–$20M (est.),75+,Privately held,Makino F5 (3-axis) ×2; Sodick AQ537L (Wire EDM) ×1; Mitutoyo Crysta-Apex (CMM) ×1,Yes,,,,,No region,,
"Expert Tool & Machine, Inc.",Candidate,Active – Precision machining & fab (TX),https://www.etmusa.com/,etmusa.com,Grok,2433 Arbuckle Ct,Dallas,TX,75229,(972) 241-5353,Industrial/OEM; Food & Beverage/Processing; Manufacturing machinery; Structural mechanical systems,CNC milling/turning/grinding; fabrication (structural/mechanical); welded assemblies; pipe fabrication; reverse engineering; prototyping; design & engineering support,"≈15,000–25,000",20–50 (est.),$3M–$10M (est.),≈20,Privately held,Makino D200Z (5-axis) ×1; Sodick VL600Q (Wire EDM) ×1; Hexagon Global (CMM) ×1,Yes,Yes,,,,No region,,
Icon Machine Company,Candidate,Active – AS9100 CNC machine shop (TX),https://www.iconmachineshop.com/,iconmachineshop.com,Grok,2240 Hinton Dr,Irving,TX,75061,(972) 438-7292,Aerospace/Defense; Industrial/Machinery; Electronics/Electrical,"CNC milling & turning; finish machining; prototype & production; materials incl. metals, plastics, exotic alloys","≈20,000",≈50,$5M–$15M (est.),,Privately held,null,Yes,,,,,No region,,
"Mills Machine Shop Operating Services, Inc.",Candidate,Active – North Texas machine shop,https://millsmachineshop.com/,millsmachineshop.com,Grok,11619 Bois D Arc Ln,Ponder,TX,76259,(940) 390-8655,Industrial/OEM; Machinery & equipment; Components/assemblies,CNC machining (milling & turning); saw cutting; small-batch & production runs; general manufacturing support & job shop services,"≈10,000–20,000",20–50 (est.),$2M–$10M (est.),,Privately held,null,Yes,,,,,No region,,
Shamrock Precision,Candidate,Active – AS9100 Swiss/CNC (TX + Malaysia),https://www.shamrockprecision.com/,shamrockprecision.com,Grok,14850 Venture Dr,Farmers Branch,TX,75234,(972) 241-4226,Aerospace/Defense; Energy/Oil & Gas; Telecommunications; Industrial OEM,Swiss machining; CNC milling & turning; inspection/testing/documentation; project management & coordination of outside processes,"≈40,000–60,000",100+,$20M–$50M (est.),44 (founded 1981),Privately held,null,Yes,,,,"Johor, Malaysia (operations)",No region,,
"Area Tool & Manufacturing, Inc.",Candidate,Active – W.Pa precision machining & EDM,http://www.areatool.com/,areatool.com,Grok,"181 Baldwin Street, Park Road",Meadville,PA,16335,(814) 724-3166,Industrial manufacturing; Tooling & molds; Aerospace/Electrical components,"CNC machining (3D, 5-axis); wire & sinker EDM; surface grinding; inspection","20,000",25–60 (est.),$5M–$15M (est.),49 (founded 1976),Privately held,Makino V56i (3-axis) ×1; Sodick AQ325L (Wire EDM) ×1; Zeiss Duramax (CMM) ×1,Yes,Yes,,,,W.Pa,,
"Viking Tool & Gage Co., Inc.",Candidate,Active – Precision tool & gage (fixtures/metrology),http://vikingtg.com/,vikingtg.com,Grok,11210 State Highway 18,Conneaut Lake,PA,16316,(814) 382-8691,Automotive; Aerospace/Defense; Industrial OEM; Quality/Inspection,Tool & gage design/build; inspection fixtures & jigs; custom tooling; metrology support,"≈8,000–20,000",20–50 (est.),$2M–$10M (est.),,Privately held,Makino D200Z (5-axis) ×1; Sodick AG600L (Wire EDM) ×1; Zeiss Contura (CMM) ×1,,Yes,,,,W.Pa,,
Cavalier Tool & Manufacturing Ltd.,CN,Active – High‑volume injection mold maker (3 plants),https://www.cavaliertool.com/,cavaliertool.com,Grok,3450 Wheelton Dr,Windsor,ON,N8W 5A7,(519) 944-2144,Automotive; Consumer goods; Industrial OEM; Appliance,"Tool & mold design/build (injection, compression); maintenance/repair/overhaul; prototype‑to‑production tooling; engineering support & QA","132,000",≈250,$50M–$100M (est.),50 (founded 1975),Privately held,Makino F8 (3-axis) ×2; Sodick AQ537L (Wire EDM) ×1; Hexagon Global (CMM) ×1,Yes,Yes,Yes,,Additional plants (Canada & U.S.),Canada,,
Integrity Tool & Mold Inc.,Candidate,Active – Oldcastle precision tooling & molds,https://integritytoolandmold.com/,integritytoolandmold.com,Grok,5015 O’Neil Dr,Oldcastle,ON,N0R 1L0,(519) 737-8923,Automotive; Consumer products; Industrial OEM; Appliance/Plastic parts,Mold & tool design/build; precision machining & EDM; prototyping; tool repairs & maintenance,"≈20,000–40,000",≈50,$5M–$15M (est.),,Privately held,Makino D200Z (5-axis) ×2; Sodick VL600Q (Wire EDM) ×2; Zeiss Duramax (CMM) ×1,Yes,Yes,Yes,,"Windsor, ON (alternate site)",Canada,,
Delva Tool & Machine,Candidate,Active – NJ precision CNC & tooling,https://www.delvatool.com/,delvatool.com,Grok,1911 Rowland Street,Cinnaminson,NJ,08077,(856) 786-8700,Industrial/OEM; Mold & tooling; Consumer/Appliance; Electrical equipment,"CNC machining (milling, turning); tooling & fixtures design/build; prototyping & production machining; tool build & maintenance","≈20,000–50,000",25–75,$5M–$15M (est.),,Privately held,Makino F5 (3-axis) ×2; Sodick AG600L (Wire EDM) ×1; Zeiss Contura (CMM) ×1,Yes,,Yes,,,NJ-E.Pa,,
"Lowell, Inc.",CN,Active – Precision valves/fittings & cleanroom,https://lowellinc.com/,lowellinc.com,Grok,9 Thunderbird Lane,Wilmington,MA,01887,(888) 520-5834,Medical/Life Science; Semiconductor/Clean tech; Analytical instrumentation; Industrial fluid systems,Precision valve & fitting manufacturing; CNC machining & assembly; product design/development; clean room manufacturing for medical/instrumentation,"≈30,000–60,000",≈200,$25M–$50M,,Privately held,null,Yes,,,,,E.Mass,Yes,
AccuMold LLC,CN,Active – Precision injection molder (PA),https://www.accumold.com/,accumold.com,Grok,64 W Street Rd,Feasterville,PA,19053,(215) 322-7800,Medical/Life Sciences; Electronics/Electrical; Consumer products; Industrial/Instrumentation,"Plastic injection molding & overmolding; mold design & build; tool repair & maintenance; quality control, inspection, automation","125,000",≈300,$50M–$100M,,Privately held,null,,,Yes,,,NJ-E.Pa,Yes,
SIMTEC Silicone Parts,Candidate,Active – LSR injection molding (FL),https://www.simtec-silicone.com/,simtec-silicone.com,Gemini,3006 NW 33rd Ave,Fort Lauderdale,FL,33309,(954) 656-4212,Medical/Healthcare; Consumer goods; Industrial/Specialty components; Mobility/Transportation,"LSR injection molding (single-shot, multi-shot); overmolding & multi-material molding; prototyping & design support; post-molding processes & finishing","≈20,000–40,000",50–100 (est.),$10M–$30M (est.),,Privately held,Arburg 520S (Injection press) ×4; Engel Victory 200/55 Tech (Injection press) ×2; Arburg 270S (Injection press) ×3; Engel e-motion 110 (Injection press) ×1,,,,,,No region,Yes,
Extreme Molding LLC,Candidate,Active – Silicone & plastic molding (NY),https://www.extrememolding.com/,extrememolding.com,Gemini,25 Gibson Street,Watervliet,NY,12189,(518) 272-7315,Medical/Life Sciences; Consumer Goods; Industrial/OEM,"Silicone injection molding (LSR); plastic injection, compression & transfer molding; packaging, fulfillment & logistics services","≈15,000–30,000",20–50 (est.),$5M–$15M (est.),,Privately held,Arburg Allrounder 470H (Injection press) ×2; Engel Victory 500 (Injection press) ×1; Milacron Roboshot (Injection press) ×1,,,,,,No region,Yes,
"Noble Precision, LLC",Candidate,Active – Precision CNC turned/milled parts (MI),https://www.nobleprecision.com/,nobleprecision.com,Gemini,1480 DuPont Drive,Ionia,MI,48846,(616) 527-0476,Aerospace/Defense; Industrial equipment; Instrumentation; Energy/Oil & Gas,CNC turning & milling; precision machining of metals & high‑alloy materials; quality inspection & finishing,"≈10,000–25,000",20–60 (est.),$2M–$10M (est.),,Privately held,Makino D200Z (5-axis) ×1; Sodick AG600L (Wire EDM) ×1; Zeiss Contura (CMM) ×1,Yes,Yes,,,,Mich,,
"ProMed Pharma, LLC",Candidate,Active – Drug‑device silicone molding (MN),https://promedpharmallc.com/,promedpharmallc.com,Gemini,6765 Wedgwood Rd N,Maple Grove,MN,55311,(763) 331-3800,Medical/Life Sciences; Pharma devices; Biotechnology,Silicone injection molding (drug‑device); plastic injection/compression molding; tooling & molds; prototyping & micro molding,"≈40,000–80,000",50–150 (est.),$20M–$50M (est.),,Privately held,null,,,,,,Minn,Yes,
"ProMed Molded Products, Inc.",CN,Active – Medical LSR/HCR & thermoplastics (MN),https://promedmolding.com/,promedmolding.com,Gemini,15600 Medina Road,Plymouth,MN,55447,(763) 331-3800,Medical devices & life sciences; Drug‑device combination (via ProMed Pharma),"LSR/HCR silicone molding (single‑ & multi‑shot), micro/insert/overmolding; thermoplastic molding; tooling design/build; cleanroom molding & assembly; validation & QA; automation","≈80,000–120,000",200–400 (est.),$50M–$120M (est.),,Privately held,null,,,,,,Minn,Yes,
Service Mold + Aerospace Inc.,Candidate,Active – Large 5‑axis mold & aerospace tooling (ON),https://www.service-mold.com/,service-mold.com,Gemini,2711 St. Etienne Blvd,Windsor,ON,N8W 5B1,(519) 945-3344,Aerospace & defense; Automotive & mobility; Industrial OEM,"Tooling design/engineering; large 5‑axis CNC milling; injection & compression molds; aerospace tooling; program management; tryout, repair & maintenance","≈100,000–150,000",100–200 (est.),$25M–$60M (est.),,Privately held,null,Yes,Yes,Yes,,,Canada,,
Macfab Manufacturing Inc.,Candidate,Active – Advanced CNC/5‑axis manufacturing (ON),https://macfab.ca/,macfab.ca,Gemini,330 Britannia Rd E,Mississauga,ON,L4Z 1X9,(905) 238-1210,Aerospace & defense; Medical/diagnostics; Industrial & semiconductor equipment,"CNC milling/turning; 5‑axis machining; fabrication, finishing, assembly & testing; DFM, inspection & QA","42,000+",100–200 (est.),$20M–$45M (est.),,Privately held,Makino F5 (3-axis) ×2; Sodick AQ537L (Wire EDM) ×1; Mitutoyo Crysta-Apex (CMM) ×1,Yes,Yes,,,,Canada,Yes,
"MTD Micro Molding, Inc.",Candidate,Active – Micro medical molding (MA),https://www.mtdmicromolding.com,mtdmicromolding.com,Gemini,15 Trolley Crossing Road,Charlton,MA,01507,(508) 248-0111,"Medical devices (drug delivery, neuro, vascular, implantables)","Micro injection molding & tooling (bioabsorbables, PEEK, LCP, etc.); design for micro‑molding; metrology; assembly; cleanroom production; validation & documentation","≈40,000–70,000",100–200 (est.),$25M–$60M (est.),,Privately held,null,,,,,,E.Mass,Yes,
"Tri-Way Mold & Engineering, Inc.",Candidate,Active – Precision plastic injection molds (CA),https://www.tri-waymold.com,tri-waymold.com,GPT deep research,20260 Bahama Street,Chatsworth,CA,91311,(818) 998-5288,Aerospace & Defense; Medical devices; Consumer products; Industrial plastics,"Plastic injection mold design & build; prototyping & short-run tooling; tool repair, modification, and maintenance; engineering & validation support","≈15,000–25,000",20–50,$5M–$12M,,Privately held,Makino D200Z (5-axis) ×2; Sodick AG600L (Wire EDM) ×2; Zeiss Contura (CMM) ×1,,Yes,Yes,,,No region,Yes,
Twin Mold & Engineering,Candidate,Active – Injection mold design/build & repair (MI),https://twinmold.com,twinmold.com,GPT deep research,51738 Filomena Dr,Shelby Township,MI,48315,(586) 532-8558,Consumer goods; Medical/Healthcare; Industrial & packaging,Injection mold design & engineering; mold build & assembly; mold repair & refurbishment; prototype & small‑run tooling; preventive maintenance; tooling changeovers,"≈11,700 (est.)",≈29,$7.0M (Manta),,Privately held,Makino F5 (3-axis) ×2; Sodick AQ537L (Wire EDM) ×1; Zeiss Duramax (CMM) ×1,,,Yes,,,Mich,Yes,
Burteck LLC,Candidate,Active – Class 101 precision injection molds (CT),https://burteckllc.com,burteckllc.com,GPT deep research,55 Griffin Rd South,Bloomfield,CT,06002,(860) 219-1406,Medical devices; Consumer products; Automotive,Injection mold design & build; tool development & qualification; turnkey mold services & validation support,≈ (fallback),11–50,$1M–$5M,,Privately held,Makino D200Z (5-axis) ×1; Sodick VL600Q (Wire EDM) ×1; Hexagon Global (CMM) ×1,,Yes,,,,No region,Yes,
